GeneID	Length	X23908X10_20240412_LH00227_0067_A22KHYJLT3_S27_L003.resultsAligned.sortedByCoord.out.bam
105243279	676	0
105243280	2899	18
105243282	1960	33
105243283	388	0
105243284	753	0
105243286	1294	0
105243287	1020	12
105243288	4504	31
105243290	8412	7
105243291	902	0
105243292	398	0
105243295	5542	103
105243297	478	0
105243299	4644	121
105243301	851	0
105243302	1248	0
105243304	682	1
105243305	290	0
105243306	848	0
105243307	1734	0
105243310	991	0
105243311	5664	10
105243314	3039	1
105243315	12830	560
105243316	596	30
105243318	408	0
105243321	309	0
105243322	1055	0
105243327	580	0
105243328	1207	0
105243329	434	0
105243330	2258	0
105243331	1325	12
105243332	760	2
105243334	2598	5
105243337	1860	0
105243340	627	0
105243343	668	1
105243344	2085	2
105243345	392	0
105243346	4252	5
105243347	444	0
105243349	287	0
105243350	457	0
105243352	5156	456
105243353	897	0
105243354	271	1
105243355	1142	0
105243356	5112	60
105243358	576	2
105243359	554	0
105243360	1037	3
105243361	5573	42
105243362	707	3
105243364	420	0
105243366	552	0
105243367	677	37
105243368	8674	674
105243369	83131	3268
105243373	2168	0
105243374	31516	564
105243376	819	1
105243378	515	0
105243385	2060	0
105243387	584	0
105243388	6955	2
105243390	2411	12
105243391	29670	842
105243393	1994	0
105243395	2566	0
105243397	526	0
105243398	3835	2
105243402	1225	3
105243403	2468	5
105243405	490	0
105243406	414	4
105243408	1710	0
105243409	2412	0
105243410	705	0
105243411	877	0
105243412	23117	333
105243414	438	0
105243416	526	0
105243417	1264	0
105243422	2639	0
105243423	2520	0
105243424	804	0
105243425	3201	1
105243426	3126	0
105243427	614	0
105243428	969	0
105243429	1211	17
105243432	901	1
105243433	1225	0
105243435	228	0
105243436	1350	0
105243437	2397	2
105243439	1302	0
105243446	615	0
105243447	719	0
105243448	984	0
105243451	9246	8
105243457	379	0
105243459	1840	0
105243460	388	0
105243461	2533	0
105243465	1179	0
105243466	513	0
105243467	969	70
105243468	6507	1
105243469	616	0
105243470	605	2
105243471	6759	0
105243472	2059	0
105243473	4816	3
105243474	976	0
105243476	628	0
105243482	786	0
105243483	1756	18
105243485	2465	0
105243486	1095	0
105243487	1860	0
105243492	1192	1
105243494	443	0
105243496	4527	0
105243499	1672	0
105243501	354	0
105243502	10076	12
105243505	272	0
105243506	1737	14
105243507	1289	0
105243509	599	0
105243516	1959	0
105243519	1010	1
105243524	904	0
105243526	406	1
105243530	1171	1
105243532	444	0
105243533	2973	1
105243534	1176	0
105243537	1264	6
105243538	597	0
105243544	1454	0
105243545	1790	0
105243546	950	0
105243547	938	0
105243549	1206	0
105243550	369	0
105243551	624	0
105243553	11851	71
105243554	2795	158
105243555	1793	4
105243556	1110	0
105243557	705	3
105243558	2951	0
105243559	388	0
105243560	431	0
105243561	5094	53
105243562	2038	13
105243563	22574	185
105243566	362	11
105243569	1586	1
105243570	1653	0
105243571	804	0
105243572	882	0
105243573	3634	4
105243574	1186	0
105243575	506	0
105243578	4696	2
105243579	895	0
105243580	1383	0
105243582	978	39
105243583	829	4
105243585	2942	134
105243592	676	0
105243596	327	0
105243597	965	0
105243599	4527	0
105243601	1477	6
105243604	1741	36
105243607	1663	0
105243610	104	0
105243612	563	8
105243634	2363	0
105243636	1514	0
105243637	6462	1
105243642	2285	4
105243644	2411	0
105243645	2117	5
105243646	1362	0
105243648	456	3
105243649	1335	1
105243650	400	0
105243651	1829	0
105243655	782	1
105243657	1681	0
105243659	343	1
105243660	1230	0
105243661	4955	2
105243665	2779	1
105243666	4073	20
105243667	873	0
105243668	3628	102
105243669	1086	0
105243672	12637	7
105243674	418	0
105243675	816	0
105243676	4092	57
105243677	523	0
105243679	316	1
105243680	217	0
105243682	1697	1
105243685	1812	0
105243686	779	0
105243687	3413	0
105243688	21745	47
105243691	315	0
105243692	1284	0
105243693	1001	0
105243697	3403	0
105243698	509	0
105243700	3856	7
105243701	4887	97
105243704	5974	62
105243706	439	0
105243708	712	0
105243712	1988	8
105243714	4688	17
105243722	1223	1
105243723	960	0
105243724	1131	0
105243725	3071	0
105243726	1970	0
105243727	432	0
105243729	1209	4
105243732	297	0
105243734	327	0
105243735	6289	12
105243737	2413	0
105243738	700	1
105243739	3663	30
105243740	312	0
105243742	376	0
105243743	192	0
105243749	560	0
105243761	2242	1
105243765	725	0
105243769	849	0
105243774	1886	0
105243777	434	0
105243791	1513	0
105243794	4027	0
105243797	1062	0
105243808	1898	34
105243814	994	0
105243816	323	0
105243825	820	0
105243828	1414	0
105243834	1035	3
105243850	405	0
105243851	1643	0
105243852	8696	34
105243854	602	0
105243858	678	0
105243859	3028	1
105243860	395	0
105243861	253	0
105243864	217	0
105243865	830	0
105243866	5546	1
105243867	472	0
105243874	1680	0
105243875	1585	0
105243876	601	0
105243877	10121	33
105243878	1946	0
105243879	1137	5
105243880	1741	0
105243881	2798	1
105243882	3380	0
105243883	2660	7
105243885	652	0
105243887	805	0
105243888	858	1
105243889	1607	0
105243890	778	0
105243891	705	1
105243892	723	0
105243893	2262	0
105243894	6269	0
105243895	1483	0
105243896	331	0
105243901	504	0
105243902	440	0
105243903	2317	2
105243904	207	0
105243905	2118	1
105243907	821	16
105243908	5406	13
105243912	582	0
105243914	1297	2
105243915	2020	17
105243917	1217	0
105243918	547	0
105243920	6066	0
105243921	440	0
105243922	624	1
105243923	114	0
105243926	10627	564
105243928	779	0
105243931	793	0
105243932	428	0
105243934	8971	7
105243936	4887	1
105243937	491	2
105243938	3686	3
105243939	747	1
105243940	856	0
105243942	3895	26
105243943	847	0
105243944	1107	0
105243945	545	0
105243947	235	3
105243950	400	0
105243951	487	0
105243952	652	0
105243953	2722	0
105243954	6668	2
105243955	2173	0
105243956	6640	0
105243957	882	0
105243958	871	8
105243959	933	0
105243960	1206	37
105243961	7739	12
105243964	2198	7
105243965	3481	15
105243970	812	8
105243972	234	0
105243973	7207	24
105243974	760	0
105243975	8115	0
105243976	2821	2
105243978	1408	5
105243982	351	0
105243983	446	0
105243984	506	0
105243987	968	0
105243989	349	0
105243990	2303	1
105243991	480	0
105243992	1436	62
105243993	2061	2
105243994	481	0
105243995	597	4
105243996	495	0
105243997	2651	1
105243998	1565	0
105243999	288	0
105244001	390	0
105244002	3229	0
105244006	2905	29
105244007	4562	59
105244010	530	1
105244011	578	80
105244013	1654	2
105244015	512	0
105244018	559	0
105244022	728	21
105244023	3574	0
105244024	5235	50
105244025	550	0
105244026	1533	4
105244027	1797	0
105244028	1705	1
105244029	495	0
105244030	1910	0
105244031	1759	0
105244033	950	1
105244034	5594	123
105244040	410	0
105244041	263	0
105244044	936	0
105244045	927	0
105244048	388	0
105244049	1405	0
105244050	2162	1
105244053	504	0
105244054	472	0
105244055	1053	0
105244056	1513	2
105244060	862	0
105244062	1299	0
105244066	2214	1
105244068	14720	78
105244069	2020	9
105244070	650	0
105244072	1507	0
105244073	11228	534
105244074	50191	366
105244077	2281	0
105244081	231	0
105244082	743	0
105244083	463	0
105244084	1204	1
105244085	1540	3
105244090	632	0
105244092	4971	10
105244093	994	1
105244095	2428	0
105244096	535	0
105244098	270	0
105244099	727	0
105244100	803	0
105244102	3531	16
105244103	206	1
105244104	2706	0
105244107	229	4
105244108	1040	1
105244110	2565	2
105244111	1232	0
105244113	6420	46
105244115	1656	0
105244117	3384	14
105244118	6124	25
105244119	2801	5
105244120	1441	0
105244121	541	0
105244123	1164	0
105244124	11756	7
105244125	1445	0
105244126	414	0
105244127	8804	77
105244129	783	0
105244130	3028	2
105244132	1159	0
105244134	1364	0
105244136	202	0
105244137	4779	2
105244138	1397	0
105244139	308	1
105244140	6912	83
105244142	377	0
105244145	2615	1
105244146	491	0
105244149	1314	0
105244151	2119	2
105244153	1065	0
105244154	764	0
105244156	436	0
105244157	380	0
105244158	2576	0
105244159	8090	17
105244160	274	0
105244161	649	0
105244162	3405	2
105244165	412	0
105244168	8577	230
105244170	1161	2
105244172	11764	0
105244173	1092	2
105244177	3201	3
105244178	590	0
105244180	262	0
105244181	244	0
105244182	436	0
105244184	2350	2
105244186	628	0
105244188	3486	3
105244189	1604	0
105244190	688	0
105244191	2637	0
105244193	718	0
105244194	608	0
105244197	1448	0
105244198	576	0
105244199	506	0
105244200	1057	0
105244201	211	0
105244202	641	0
105244203	886	0
105244204	422	0
105244206	436	0
105244207	8138	2
105244208	860	410
105244209	284	0
105244210	4029	21
105244212	4281	73
105244213	13408	77
105244216	647	0
105244217	319	0
105244218	923	1
105244219	351	0
105244221	457	0
105244222	2639	42
105244223	2045	0
105244224	812	1
105244225	2817	20
105244227	714	1
105244229	2630	5
105244230	498	0
105244235	5193	2
105244236	1598	0
105244237	2606	1
105244238	1752	2
105244239	888	1
105244241	7286	17
105244242	12322	48
105244243	919	0
105244244	3920	17
105244245	4279	57
105244247	690	0
105244251	58091	5651
105244253	1762	0
105244254	749	0
105244256	338	2
105244258	4353	2
105244259	802	0
105244261	1131	3
105244262	1855	0
105244263	1190	0
105244264	444	0
105244267	4916	47
105244268	671	0
105244269	371	0
105244270	327	0
105244271	323	0
105244272	3510	13
105244273	337	0
105244276	1046	3
105244278	2370	3
105244279	638	0
105244280	854	0
105244283	2276	5
105244288	1122	0
105244289	474	0
105244290	1171	0
105244292	1623	0
105244293	854	0
105244294	917	0
105244297	1187	3
105244299	2230	13
105244301	2033	5
105244303	1290	0
105244304	3134	0
105244305	712	0
105244306	22424	607
105244307	102	2
105244309	1252	2
105244310	727	1
105244317	4384	12
105244318	695	0
105244320	1825	22
105244321	773	4
105244322	436	0
105244323	3878	1
105244326	356	3
105244327	479	0
105244328	776	0
105244329	5175	4
105244330	610	0
105244331	928	0
105244332	1526	0
105244333	8736	62
105244335	914	1
105244336	3068	2
105244341	793	0
105244346	1701	0
105244348	1903	0
105244357	5388	5
105244359	546	0
105244361	4637	1
105244362	436	6
105244365	904	11
105244367	1576	0
105244368	1298	2
105244369	596	0
105244370	1431	0
105244371	1092	0
105244373	1148	0
105244374	1015	0
105244375	3342	3
105244380	524	6
105244381	375	0
105244382	1329	0
105244383	904	0
105244384	554	0
105244386	1046	0
105244387	514	0
105244388	3050	0
105244389	1359	0
105244390	1029	0
105244391	15872	192
105244392	4217	0
105244400	1755	0
105244402	1453	0
105244403	737	0
105244406	1516	0
105244413	1795	19
105244414	660	0
105244415	1950	4
105244417	331	0
105244418	5577	5
105244420	661	0
105244421	265	2
105244422	866	0
105244423	956	0
105244424	533	0
105244425	1302	5
105244426	1971	0
105244427	1538	0
105244429	642	0
105244430	4897	0
105244431	2251	1
105244434	1079	0
105244435	1002	0
105244436	5402	0
105244437	612	1
105244440	543	1
105244441	556	0
105244443	1172	0
105244445	439	0
105244446	1776	0
105244447	2678	0
105244449	16296	10
105244450	6077	1
105244451	1469	2
105244453	3975	2
105244456	557	3
105244457	4637	5
105244458	2029	0
105244459	2173	0
105244461	469	0
105244464	875	1
105244465	565	0
105244467	538	3
105244468	585	0
105244469	437	0
105244470	277	0
105244473	603	0
105244474	1540	1
105244477	5042	38
105244478	1046	0
105244479	5766	59
105244481	617	0
105244482	1693	15
105244483	717	0
105244484	845	0
105244485	629	0
105244486	886	0
105244487	1063	12
105244492	1856	0
105244493	357	0
105244494	857	25
105244496	581	0
105244497	515	0
105244498	2119	35
105244499	233	0
105244500	251	0
105244502	1151	0
105244504	2363	0
105244505	179	3
105244507	541	0
105244508	253	0
105244509	962	1
105244510	1648	0
105244511	1021	0
105244512	3127	2
105244513	306	0
105244514	681	0
105244515	1243	0
105244516	319	0
105244518	908	0
105244519	1514	1
105244522	656	14
105244524	1301	0
105244526	304	0
105244527	2402	1
105244528	1355	0
105244530	732	7
105244531	4557	0
105244532	176	0
105244533	3189	99
105244535	1313	0
105244537	1052	0
105244538	1216	0
105244540	1650	0
105244541	731	0
105244544	854	1
105244545	1288	0
105244547	614	0
105244550	337	0
105244551	280	0
105244552	682	88
105244553	365	0
105244554	1162	0
105244555	251	0
105244556	2396	0
105244557	2405	6
105244558	600	0
105244560	600	1
105244562	886	11
105244563	535	0
105244565	2554	2
105244566	454	0
105244567	969	0
105244568	341	0
105244570	381	0
105244571	899	0
105244573	2630	10
105244574	4603	7
105244576	557	0
105244578	2471	0
105244579	407	0
105244580	1978	0
105244581	455	0
105244582	1036	0
105244583	1993	0
105244584	426	0
105244587	686	0
105244588	2021	0
105244589	6468	152
105244591	2296	19
105244592	843	0
105244594	389	3
105244595	14406	227
105244596	788	0
105244600	2224	7
105244601	1593	0
105244602	355	0
105244603	665	0
105244605	1392	8
105244610	1373	0
105244615	342	0
105244619	3109	1
105244620	535	0
105244621	189	0
105244622	923	0
105244623	265	0
105244624	1318	0
105244625	1755	1
105244626	221	0
105244627	10646	280
105244629	11825	19
105244630	1514	3
105244631	288	0
105244634	33265	386
105244635	717	0
105244639	866	0
105244640	1455	0
105244641	1189	2
105244642	1892	287
105244644	1782	1
105244646	1049	0
105244648	2061	3
105244649	1437	0
105244650	1138	0
105244653	1195	0
105244654	295	1
105244655	1864	8
105244658	729	1
105244659	2020	1
105244660	2539	2
105244662	2003	1
105244664	11970	6
105244666	2158	0
105244667	1382	16
105244669	5160	26
105244671	514	7
105244672	2199	2
105244675	1137	0
105244676	1022	1
105244677	1024	3
105244679	654	0
105244680	599	0
105244682	415	0
105244683	3398	0
105244684	652	0
105244685	1400	0
105244687	486	0
105244689	1609	0
105244690	573	0
105244693	365	0
105244694	867	0
105244695	1562	0
105244696	419	2
105244698	299	7
105244699	4532	34
105244700	750	0
105244701	481	24
105244702	1633	1
105244703	8431	16
105244705	652	2
105244708	749	0
105244712	2767	0
105244713	433	0
105244714	868	0
105244717	1777	3
105244719	3309	0
105244720	1272	0
105244723	588	0
105244725	222	0
105244726	473	0
105244728	336	0
105244729	1630	0
105244730	2692	0
105244731	3477	0
105244732	3118	17
105244735	765	0
105244736	543	0
105244738	297	0
105244739	2874	0
105244740	1036	0
105244741	413	0
105244742	468	0
105244743	502	0
105244744	2800	0
105244745	331	0
105244746	16285	145
105244747	1574	0
105244748	500	1
105244749	3303	3
105244751	666	0
105244752	199	0
105244753	630	0
105244755	6212	3
105244756	26216	1459
105244757	1905	0
105244759	1359	0
105244761	1067	0
105244762	556	0
105244764	328	0
105244768	891	0
105244769	1898	1
105244771	1248	0
105244772	1487	1
105244773	1853	1
105244775	495	0
105244776	710	0
105244777	986	0
105244778	1748	0
105244779	6953	0
105244780	2474	1
105244781	385	0
105244784	764	0
105244786	795	1
105244787	598	0
105244788	4914	8
105244789	2022	0
105244790	550	0
105244793	2087	0
105244797	1844	1
105244798	1365	5
105244799	4691	115
105244800	499	0
105244801	38661	389
105244802	1307	0
105244807	1239	2
105244808	1870	16
105244811	8815	254
105244813	257	0
105244814	354	0
105244821	1048	1
105244822	831	1
105244824	441	0
105244825	693	0
105244826	1698	0
105244828	2116	0
105244829	2272	0
105244831	2297	0
105244833	2272	17
105244835	3346	9
105244836	285	0
105244838	384	0
105244840	998	3
105244841	841	1
105244843	695	0
105244844	1064	16
105244847	565	0
105244849	1292	0
105244850	1061	0
105244851	511	0
105244852	2829	1
105244853	439	1
105244854	768	0
105244857	422	0
105244859	798	0
105244861	411	0
105244862	942	0
105244866	1490	5
105244868	1588	0
105244870	4365	1
105244871	19954	3
105244872	1114	0
105244873	494	0
105244875	21290	224
105244876	1416	10
105244879	8451	21
105244881	881	1
105244883	571	0
105244884	390	1
105244888	2288	0
105244890	1013	0
105244891	263	0
105244893	737	0
105244894	638	11
105244895	659	1
105244898	830	0
105244899	635	0
105244902	662	0
105244903	1754	1
105244904	1245	1
105244906	358	0
105244907	344	0
105244911	610	1
105244912	1212	17
105244913	600	0
105244914	1447	0
105244915	1612	1
105244916	425	1
105244917	335	0
105244918	250	0
105244919	355	0
105244920	754	0
105244921	4780	31
105244922	3889	22
105244923	1843	0
105244924	1757	0
105244925	2379	3
105244926	12557	70
105244927	4527	43
105244928	775	0
105244929	16514	220
105244930	553	0
105244931	1827	11
105244932	1201	38
105244935	508	0
105244938	1388	0
105244940	7562	16
105244941	523	0
105244942	791	0
105244946	1533	33
105244947	1636	118
105244955	355	0
105244956	8607	6
105244958	8843	51
105244959	993	1
105244960	695	3
105244963	813	0
105244965	360	0
105244966	484	0
105244967	412	0
105244968	2099	0
105244969	474	0
105244973	2233	0
105244974	542	2
105244975	12968	354
105244981	4781	82
105244984	1518	2
105244988	1200	0
105244991	410	0
105244992	442	1
105244993	5818	14
105244994	490	0
105244998	1200	0
105245	3163	199
105245000	3242	3
105245001	273	0
105245003	3991	0
105245005	3306	2
105245008	3791	14
105245009	622	0
105245013	2652	0
105245014	7298	102
105245015	706	9
105245017	1245	5
105245019	1025	0
105245022	1527	4
105245023	37983	1996
105245024	539	2
105245025	3634	2
105245027	893	1
105245030	1586	1
105245031	416	0
105245032	7161	67
105245033	255	0
105245034	792	1
105245035	1497	1
105245037	7112	2
105245039	3982	0
105245040	544	0
105245041	1486	0
105245043	4852	2
105245044	373	0
105245048	2789	3
105245049	504	0
105245053	315	0
105245054	541	0
105245059	1388	2
105245061	511	0
105245066	421	0
105245067	971	0
105245070	1065	0
105245071	9981	52
105245072	944	0
105245073	1312	0
105245074	11856	0
105245075	441	0
105245076	16251	5
105245077	1584	0
105245082	6675	39
105245085	967	0
105245087	1103	5
105245088	590	0
105245092	443	0
105245093	3720	43
105245094	3673	62
105245096	2069	1
105245097	1544	12
105245107	1286	0
105245108	444	0
105245109	1109	1
105245110	1291	0
105245113	444	0
105245114	1353	0
105245116	152	2
105245118	1659	0
105245120	828	0
105245121	1747	1
105245122	4629	18
105245123	2424	3
105245124	1102	3
105245127	2254	0
105245128	280	0
105245129	3900	0
105245130	361	0
105245134	880	0
105245137	5624	0
105245138	317	6
105245139	3859	0
105245141	779	0
105245142	1293	0
105245143	1853	0
105245144	447	4
105245145	605	0
105245146	548	0
105245147	4257	0
105245149	1424	0
105245151	2312	0
105245152	4891	0
105245153	490	1
105245154	785	0
105245155	19671	1120
105245156	1409	1
105245157	332	0
105245158	1834	0
105245159	383	1
105245160	3454	1
105245162	500	0
105245163	213	0
105245164	322	0
105245165	6039	0
105245166	546	0
105245168	378	0
105245169	597	0
105245170	255	0
105245171	1290	0
105245172	368	0
105245175	539	0
105245176	277	0
105245177	1670	1
105245181	2467	3
105245182	2303	1
105245183	4076	119
105245184	444	1
105245185	400	0
105245187	1233	0
105245190	229	0
105245191	1692	3
105245192	1496	2
105245193	1394	1
105245194	897	0
105245195	276	0
105245197	817	0
105245198	716	0
105245199	741	0
105245201	484	0
105245203	271	0
105245205	831	0
105245206	804	40
105245207	2140	0
105245209	1011	0
105245211	11067	164
105245213	383	1
105245214	492	0
105245215	757	0
105245219	2197	9
105245220	814	0
105245221	1070	1
105245222	3030	1
105245225	1170	0
105245228	713	0
105245229	6195	41
105245231	1427	1
105245232	1358	0
105245236	3490	13
105245239	4256	7
105245243	428	1
105245244	2186	1
105245246	3788	0
105245247	1034	0
105245248	835	0
105245249	12246	44
105245251	420	0
105245252	1125	1
105245253	459	0
105245255	1448	3
105245258	1376	0
105245260	308	0
105245261	768	8
105245262	410	0
105245263	726	0
105245264	600	0
105245265	1010	10
105245266	2332	2
105245268	292	1
105245269	714	0
105245270	661	1
105245271	1114	0
105245272	773	2
105245273	889	0
105245274	417	0
105245275	408	0
105245276	539	0
105245279	315	1
105245281	416	0
105245284	5447	1
105245285	1396	0
105245287	687	1
105245288	327	0
105245289	217	0
105245290	1178	4
105245291	2877	3
105245292	504	0
105245293	1003	0
105245294	3067	0
105245298	589	0
105245300	352	0
105245301	319	0
105245302	3167	0
105245303	1147	0
105245305	28689	667
105245306	3217	2
105245307	1311	11
105245308	3864	108
105245309	1012	0
105245310	1247	0
105245312	799	0
105245315	266	0
105245316	834	0
105245318	286	0
105245319	328	20
105245320	290	0
105245321	391	0
105245322	380	0
105245323	1377	2
105245324	3328	44
105245325	776	1
105245327	618	0
105245328	1489	4
105245330	1134	0
105245331	1718	0
105245338	6250	81
105245342	3149	32
105245344	1171	0
105245348	1979	11
105245350	2148	0
105245351	3813	1
105245356	2213	6
105245357	8951	38
105245359	3209	6
105245363	527	0
105245364	1414	0
105245366	545	0
105245367	742	0
105245369	3937	13
105245370	1949	0
105245372	957	1
105245374	231	0
105245375	24666	622
105245377	203	0
105245381	7691	55
105245382	2322	18
105245383	2846	2
105245386	88	1
105245391	4785	30
105245392	727	4
105245393	780	1
105245394	319	0
105245398	840	1
105245401	1353	6
105245406	1880	0
105245408	1315	2
105245412	4522	2
105245413	454	0
105245414	1803	2
105245415	6188	52
105245416	1206	0
105245417	1958	4
105245418	912	1
105245423	253	0
105245424	2246	1
105245428	7155	12
105245433	4412	42
105245434	1380	0
105245436	3264	13
105245437	1508	37
105245440	1325	1
105245444	391	1
105245445	686	0
105245446	455	0
105245451	773	0
105245452	1269	0
105245454	495	0
105245455	495	0
105245458	356	1
105245459	6158	104
105245461	705	0
105245463	20189	177
105245464	1561	6
105245465	483	1
105245466	2235	0
105245467	2016	0
105245468	851	0
105245469	244	0
105245472	936	1
105245473	686	0
105245474	454	0
105245475	524	0
105245476	2170	1
105245481	894	3
105245482	1354	0
105245483	358	0
105245484	300	0
105245485	732	0
105245486	529	4
105245487	6123	1
105245488	980	0
105245490	671	0
105245492	1094	0
105245494	399	0
105245495	634	1
105245498	1520	1
105245499	1062	0
105245500	659	0
105245502	639	6
105245504	293	0
105245506	638	0
105245507	1058	0
105245508	789	0
105245512	2046	0
105245513	5590	0
105245515	1826	2
105245516	682	0
105245518	3607	2
105245520	2121	0
105245522	3753	3
105245526	1564	0
105245530	856	0
105245531	397	0
105245536	702	1
105245537	190	0
105245538	1613	0
105245541	456	0
105245542	419	0
105245543	531	0
105245544	1975	0
105245545	2666	0
105245549	1304	2
105245550	1476	1
105245552	3642	92
105245553	259	0
105245554	506	0
105245555	1032	0
105245556	1008	0
105245557	259	0
105245558	365	2
105245559	887	1
105245561	2509	0
105245562	287	0
105245563	2480	8
105245564	276	0
105245565	263	0
105245567	358	0
105245568	761	0
105245570	32855	387
105245571	12173	16
105245572	155	0
105245573	863	0
105245574	362	0
105245576	856	9
105245577	1184	0
105245580	1137	0
105245586	4024	94
105245587	986	0
105245588	953	1
105245589	2151	0
105245590	2824	1
105245592	3706	66
105245593	18162	401
105245595	946	0
105245596	549	0
105245597	841	0
105245598	3958	3
105245599	1281	2
105245600	1227	0
105245601	2512	3
105245602	6467	9
105245605	4956	0
105245608	2145	0
105245610	190	1
105245612	2490	2
105245613	278	0
105245614	777	0
105245615	1082	0
105245616	1303	0
105245617	677	0
105245618	671	1
105245619	645	0
105245620	439	0
105245624	523	0
105245625	2439	1
105245626	5851	13
105245627	6424	17
105245628	693	2
105245629	407	0
105245630	687	0
105245631	754	0
105245632	468	0
105245633	2327	0
105245634	372	0
105245635	561	0
105245637	3048	1
105245639	2548	0
105245641	3386	2
105245642	895	2
105245643	1721	1
105245644	8367	1
105245646	1558	0
105245647	402	0
105245648	1324	2
105245650	5075	111
105245653	1998	0
105245663	199	2
105245664	552	0
105245666	199	2
105245668	2338	1
105245669	2614	4
105245673	793	2
105245674	208	0
105245675	660	0
105245676	783	0
105245678	459	0
105245679	382	0
105245680	574	0
105245681	14179	201
105245682	3886	0
105245684	1002	0
105245688	3797	3
105245689	493	0
105245692	287	0
105245694	4333	0
105245695	29472	291
105245697	2012	9
105245698	5559	0
105245699	1153	0
105245700	4995	0
105245701	4667	0
105245702	3109	11
105245706	1753	7
105245710	1927	0
105245713	555	0
105245717	2253	1
105245719	3367	0
105245724	717	2
105245727	1990	1
105245730	7055	271
105245732	522	1
105245737	1464	0
105245740	627	0
105245742	836	0
105245743	1988	1
105245744	784	1
105245745	1685	0
105245746	2164	3
105245747	2716	0
105245748	1672	2
105245749	790	1
105245750	3623	1
105245754	251	0
105245759	1411	0
105245762	563	6
105245764	343	0
105245766	5180	10
105245768	1387	10
105245769	369	0
105245771	679	3
105245772	8253	0
105245773	267	0
105245775	454	0
105245776	416	0
105245777	2617	3
105245779	3810	1
105245780	3330	2
105245781	2407	9
105245782	15338	54
105245784	887	0
105245786	890	7
105245789	1341	1
105245790	545	1
105245791	3221	0
105245792	1299	0
105245795	1740	0
105245797	557	0
105245798	978	0
105245799	3798	0
105245800	271	0
105245801	1031	3
105245802	5256	0
105245804	3121	1
105245807	3121	1
105245808	1085	0
105245813	1178	0
105245814	776	0
105245815	831	0
105245816	986	1
105245817	597	0
105245818	317	0
105245819	719	0
105245820	2117	1
105245822	648	0
105245824	561	0
105245825	5709	1
105245827	1139	5
105245828	770	0
105245829	303	0
105245830	204	0
105245832	2664	2
105245833	2187	12
105245836	220	0
105245837	214	0
105245839	381	1
105245841	1097	0
105245842	1841	6
105245843	1494	0
105245844	206	0
105245845	480	0
105245846	3342	1
105245847	573	0
105245848	787	0
105245849	829	0
105245850	1288	1
105245851	746	1
105245852	423	0
105245853	219	0
105245854	560	0
105245855	661	0
105245857	2317	44
105245858	2142	4
105245859	839	0
105245861	968	0
105245862	710	0
105245863	1130	0
105245864	2194	1
105245865	11629	3
105245866	3632	30
105245869	2759	34
105245870	4295	5
105245871	220	0
105245872	224	0
105245873	11081	145
105245874	3848	1
105245875	3399	0
105245876	2918	0
105245879	461	0
105245880	1613	0
105245881	296	0
105245883	712	17
105245886	334	0
105245887	611	0
105245890	1933	0
105245891	2000	0
105245892	1438	7
105245893	446	0
105245895	430	0
105245896	739	0
105245897	793	0
105245898	670	1
105245901	184	0
105245904	45539	3157
105245905	5869	35
105245906	1681	0
105245909	429	0
105245910	1689	0
105245911	1486	4
105245912	3542	32
105245913	1782	4
105245914	676	0
105245916	889	0
105245917	1037	0
105245918	885	0
105245919	665	0
105245920	2251	0
105245921	1202	1
105245922	1131	0
105245923	649	0
105245924	1121	0
105245925	1023	10
105245926	2490	16
105245927	11160	108
105245928	975	0
105245929	1566	1
105245930	9489	20
105245931	1346	0
105245938	1656	1
105245939	682	0
105245940	381	0
105245941	25697	78
105245942	1097	0
105245943	348	0
105245944	272	2
105245945	741	0
105245946	234	0
105245948	1669	3
105245949	602	0
105245950	516	0
105245953	988	4
105245954	808	0
105245956	647	0
105245958	850	0
105245960	4979	1
105245962	266	0
105245963	263	1
105245964	750	0
105245965	810	1
105245967	3796	71
105245968	427	0
105245969	910	0
105245970	3145	0
105245971	859	0
105245974	14923	134
105245975	17002	564
105245978	2497	4
105245979	1044	0
105245980	1238	4
105245981	5726	4
105245982	1860	37
105245984	4868	2
105245985	2517	0
105245987	355	0
105245991	2460	56
105245992	1241	0
105245994	12068	12
105245995	2344	0
105245996	687	3
105245999	1291	0
105246	5144	223
105246001	1990	3
105246003	4728	2
105246005	1082	1
105246007	2001	0
105246008	4192	12
105246009	502	0
105246010	1267	0
105246011	664	0
105246016	2898	5
105246018	14774	104
105246020	1653	15
105246023	1679	0
105246024	2153	1
105246025	372	0
105246026	1710	0
105246030	803	0
105246031	1871	0
105246032	3058	0
105246033	4271	11
105246034	2255	1
105246035	2673	18
105246037	863	0
105246038	2114	0
105246040	249	0
105246041	1596	7
105246042	2368	1
105246043	639	0
105246044	2164	0
105246045	542	0
105246046	494	12
105246047	2950	22
105246049	5940	8
105246056	918	8
105246058	1956	4
105246059	661	7
105246062	2601	14
105246064	2570	3
105246066	1030	4
105246068	1832	0
105246069	281	0
105246070	4842	9
105246071	2481	7
105246073	3553	0
105246075	1104	0
105246076	308	0
105246077	403	3
105246080	3322	0
105246081	1649	0
105246082	1755	0
105246083	291	0
105246084	765	3
105246085	390	0
105246086	3160	9
105246087	1279	2
105246089	1080	1
105246091	318	0
105246092	778	0
105246095	3363	2
105246096	337	0
105246097	3152	24
105246099	11746	79
105246100	1143	0
105246104	642	0
105246105	8264	49
105246106	878	0
105246108	7749	32
